"F1","F2","F3","F4","F5","B1","B2","F6","F7","L"
"99.55","840","165466","3","05","1","1","128","-7","0"
"50.00","840","051196","5","00","1","1","128","-7","0"
"157.04","840","552750","4","06","1","1","119","-9","0"
"26.48","840","621354","3","02","1","1","124","-29","0"
"26.60","840","551780","3","18","1","1","124","-28","0"
"148.26","840","552751","4","21","1","1","128","-7","0"
"105.90","840","551780","4","16","1","1","132","18","0"
"52.95","840","051223","5","23","1","1","128","-7","0"
"105.90","840","551780","2","00","1","1","123","5","1"
"25.00","840","551780","1","23","1","1","128","-7","0"
"53.16","840","403245","5","03","1","1","129","-16","0"
"52.95","840","165466","4","11","1","1","124","-28","0"
"21.18","840","915262","2","23","1","1","132","2","0"
"26.48","840","621354","7","06","1","1","128","-7","0"
"52.95","840","551780","7","21","1","1","117","7","0"
"25.00","840","396545","6","05","1","1","120","1","0"
"373.13","124","565457","5","19","1","1","134","10","0"
"52.95","840","551780","7","19","1","1","128","-7","0"
"26.60","840","551780","7","23","1","1","123","5","0"
"6.68","32","919855","5","19","1","1","55","31","0"
"16.20","840","165413","3","21","1","1","123","-9","0"
"50.00","840","462495","4","02","1","1","125","-11","0"
"21.30","840","551754","3","03","1","1","132","6","0"
"26.48","840","053126","1","17","1","1","117","9","0"
"63.54","840","432542","6","22","1","1","128","-7","0"
"30.00","840","551780","7","11","1","1","134","19","0"
"1059.00","840","663354","7","05","1","1","133","1","0"
"26.48","840","053126","4","00","1","1","118","8","0"
"529.50","840","165466","1","03","1","1","128","-1","0"
"82.08","840","054917","1","03","1","1","132","4","0"
"26.48","840","551780","7","18","1","1","128","-7","0"
"37.07","840","243355","6","03","1","1","128","-7","0"
"37.07","840","622353","7","19","1","1","128","-7","0"
"52.95","840","080853","6","04","1","1","132","6","0"
"100.00","840","915595","6","02","1","1","128","-7","0"
"105.90","840","551080","7","20","1","1","130","16","0"
"26.48","840","811855","5","18","1","1","124","-8","0"
"26.60","840","054654","4","02","1","1","128","-7","0"
"21.18","840","465175","7","13","1","1","131","6","0"
"21.18","840","552110","4","07","1","1","134","-4","0"
"26.48","840","551780","3","01","1","1","128","-7","0"
"50.00","840","551080","3","01","1","1","128","5","0"
"20.12","840","465175","3","18","1","1","128","-7","1"
"21.18","840","552751","2","15","1","1","128","-7","0"
"169.44","840","147595","1","01","1","1","120","-1","0"
"40.36","840","551780","6","20","1","1","133","18","0"
"25.00","840","377514","3","21","1","1","128","-7","0"
"2.44","380","502095","4","05","0","1","75","47","0"
"318.51","422","554632","4","14","0","1","128","-7","0"
"26.60","840","243355","6","06","1","1","137","-33","0"
"50.00","840","915595","4","19","1","1","131","16","0"
"50.00","840","053780","4","07","1","1","123","-27","0"
"21.18","840","055155","1","03","1","1","132","18","0"
"79.43","840","241854","2","20","1","1","128","-7","0"
"500.00","840","887514","5","10","1","1","128","-7","0"
"52.95","840","815855","2","07","1","1","117","7","0"
"60.00","840","551080","6","02","1","1","131","19","0"
"26.48","840","551474","6","19","1","1","128","-7","0"
"529.50","840","042548","5","00","1","1","130","16","0"
"106.58","840","465175","4","18","1","1","128","-7","0"
"105.90","840","212545","2","20","1","1","122","-7","0"
"153.85","124","065416","1","17","1","1","139","-8","0"
"26.48","840","595854","1","09","1","1","134","2","0"
"53.16","840","915129","3","22","1","1","128","-7","0"
"53.16","840","551780","1","22","1","1","119","-6","0"
"42.36","840","241854","4","01","1","1","123","-28","0"
"26.60","840","241854","1","14","1","1","132","6","0"
"26.60","840","172795","4","23","1","1","118","8","0"
"2.41","276","215234","7","18","0","1","77","51","0"
"249.97","840","239145","7","21","1","1","118","8","0"
"132.38","840","992512","5","19","1","1","128","-7","0"
"105.90","840","051475","7","09","1","1","133","1","0"
"18.94","840","165413","3","01","0","0","150","114","0"
"100.54","840","241854","3","07","1","1","128","-7","0"
"53.16","840","567557","7","22","1","1","126","-4","0"
"53.16","840","421795","6","09","1","1","132","6","0"
"50.00","840","432542","5","00","1","1","128","-7","0"
"35.00","840","403245","3","11","1","1","128","-7","0"
"110.00","840","269295","4","23","1","1","128","-7","0"
"50.00","840","292519","5","16","1","1","132","6","1"
"19.23","124","054159","3","08","1","1","133","10","0"
"106.58","840","715112","1","06","1","1","128","-7","0"
"63.54","840","053486","1","02","1","1","128","-7","0"
"105.90","840","185352","3","22","1","1","131","1","0"
"26.48","840","054654","3","00","1","1","118","7","0"
"21.18","840","496851","2","01","1","1","132","16","0"
"26.48","840","551080","7","04","1","1","132","18","0"
"17.10","840","165413","1","00","1","1","130","14","0"
"53.16","840","053126","5","01","1","1","128","-7","0"
"58.25","840","241854","1","04","1","1","130","16","0"
"106.58","840","051223","5","19","1","1","124","-28","0"
"105.90","840","275245","4","12","1","1","128","-3","0"
"26.48","840","051223","4","23","1","1","133","11","0"
"52.95","840","054654","6","17","1","1","128","-7","0"
"21.18","840","241854","4","23","1","1","128","-7","0"
"19.23","124","608853","6","08","1","1","132","7","0"
"192.31","124","054159","1","09","1","1","133","10","0"
"24.59","76","315447","6","20","1","1","66","43","0"
"12.27","76","055264","2","23","1","1","75","50","0"
"26.48","840","365397","3","16","1","1","128","-7","0"
"230.77","124","054159","5","05","1","1","132","8","0"
"32.83","840","602520","5","15","1","1","128","-7","0"
"24.90","840","165413","6","00","1","1","123","-23","0"
"26.48","840","765156","7","16","1","1","129","-15","0"
"38.12","840","615113","6","12","1","1","128","4","0"
"25.12","840","054551","6","09","1","1","121","0","0"
"52.95","840","147595","7","04","1","1","128","-7","0"
"211.80","840","522345","5","02","1","1","131","1","0"
"22.18","840","165413","1","03","1","1","128","-7","0"
"21.00","840","215109","2","20","1","1","128","-7","0"
"20.00","840","997521","4","17","1","1","128","-7","0"
"21.18","840","051223","6","11","1","1","127","-33","0"
"26.48","840","551780","3","09","1","1","128","-7","0"
"106.58","840","292520","5","08","1","1","138","-13","0"
"26.48","840","551780","7","03","1","1","118","7","0"
"100.54","840","551780","4","09","1","1","129","-16","0"
"65.66","840","053474","1","22","1","1","128","-7","0"
"26.60","840","403852","4","03","1","1","128","-7","0"
"74.13","840","551780","4","19","1","1","128","-7","0"
"21.18","840","241854","5","00","1","1","128","-7","0"
"1059.00","840","551780","6","06","1","1","129","-15","1"
"21.30","840","465175","2","20","1","1","129","14","0"
"21.18","840","065311","5","18","1","1","124","-29","0"
"105.90","840","277510","6","16","1","1","131","7","0"
"33.89","840","241854","5","00","1","1","132","18","0"
"21.18","840","053126","2","18","1","1","124","-3","0"
"52.95","840","602544","3","05","1","1","131","16","0"
"26.48","840","601353","6","20","1","1","128","-7","0"
"317.70","840","257531","5","00","1","1","125","9","0"
"21.18","840","555121","1","19","1","1","132","2","0"
"265.43","840","602520","6","02","1","1","128","-7","0"
"21.18","840","551780","4","10","1","1","128","-7","0"
"31.77","840","554038","1","07","1","1","124","-29","0"
"37.19","840","110853","6","10","1","1","130","15","0"
"21.18","840","243355","4","21","1","1","131","2","0"
"212.48","840","907510","7","08","1","1","128","-7","0"
"21.30","840","125853","5","03","1","1","128","-7","0"
"50.12","840","051780","7","04","1","1","117","7","0"
"40.00","840","115403","6","08","1","1","127","-33","0"
"53.16","840","465175","3","18","1","1","128","-7","0"
"26.48","840","241854","1","06","1","1","128","-5","0"
"37.07","840","551780","5","16","1","1","120","2","0"
"26.48","840","088355","7","02","1","1","128","-7","0"
"106.58","840","241854","5","23","1","1","128","-7","0"
"106.58","840","992512","2","19","1","1","132","19","0"
"20.00","840","554038","1","09","1","1","128","-7","0"
"53.16","840","551780","4","10","1","1","128","-7","0"
"12.27","76","315447","3","02","1","1","67","46","0"
"16.12","840","165413","5","04","1","1","134","-4","0"
"53.16","840","229245","2","18","1","1","128","-7","0"
"53.16","840","365159","6","17","1","1","128","-7","0"
"106.58","840","551780","2","01","1","1","125","9","0"
"26.48","840","053126","6","23","1","1","128","-7","0"
"26.60","840","052173","4","06","1","1","131","2","0"
"7.39","76","232845","1","20","1","1","66","43","0"
"100.00","840","241854","4","07","1","1","131","2","0"
"26.48","840","312595","4","01","1","1","119","-6","0"
"52.95","840","404045","7","01","1","1","111","-68","0"
"105.90","840","491352","3","19","1","1","130","16","0"
"212.48","840","551780","3","22","1","1","128","-7","0"
"13.45","276","339355","2","22","1","1","142","98","0"
"52.95","840","551780","7","04","1","1","126","-26","0"
"34.95","840","554741","1","08","1","1","132","19","0"
"50.12","840","799353","7","23","1","1","130","-33","0"
"794.25","840","262195","4","23","1","1","130","16","0"
"3.55","616","377545","2","01","0","1","66","43","0"
"21.18","840","551780","7","20","1","1","121","8","0"
"26.60","840","551780","4","05","1","1","128","-7","0"
"26.48","840","551780","6","19","1","1","118","8","0"
"26.60","840","551780","5","03","1","1","128","-7","0"
"23.87","840","403245","7","04","1","1","128","-32","0"
"26.60","840","269295","7","09","1","1","119","-9","0"
"105.90","840","262195","7","02","1","1","130","16","0"
"21.18","840","551780","3","08","1","1","128","-7","0"
"52.95","840","637551","4","23","1","1","128","-7","0"
"25.12","840","275195","7","06","1","1","122","8","0"
"31.77","840","218445","7","19","1","1","120","-1","0"
"26.60","840","465175","6","20","1","1","128","-7","0"
"100.00","840","997521","3","08","1","1","128","-7","0"
"26.48","840","054654","5","15","1","1","118","8","0"
"24.58","76","815350","4","20","1","1","66","43","0"
"23.38","840","165413","5","19","1","1","128","-1","0"
"4.89","276","215234","5","03","0","1","66","43","0"
"22.24","840","572517","3","19","1","1","123","-29","0"
"26.60","840","432542","1","01","1","1","130","3","0"
"26.60","840","513845","1","01","1","1","134","-4","0"
"20.12","840","715280","6","05","1","1","120","-6","0"
"3.12","840","165413","4","23","1","1","130","15","0"
"26.60","840","165466","7","03","1","1","124","-28","0"
"53.16","840","082538","5","01","1","1","135","6","0"
"97.43","840","927544","4","06","1","1","128","-7","0"
"250.00","840","241854","1","19","1","1","128","-7","0"
"689.32","840","552750","2","03","1","1","120","-6","0"
"159.53","840","517527","7","00","1","1","116","7","0"
"26.48","840","051025","4","08","1","1","123","2","0"
"25.00","840","215109","5","18","1","1","128","-7","0"
"1153.85","124","055249","5","05","1","1","133","10","0"
"47.66","840","065311","5","20","1","1","128","-7","0"
"21.30","840","555121","3","21","1","1","132","2","0"
"21.30","840","551780","1","09","1","1","123","-22","0"
"26.48","840","551780","5","23","1","1","128","-7","0"
"180.03","840","432542","7","20","1","1","128","-7","0"
"31.77","840","403245","6","23","1","1","128","-7","0"
"106.58","840","531354","1","02","1","1","128","-7","0"
"25.00","840","052173","6","21","1","1","133","2","0"
"53.16","840","765156","7","01","1","1","128","-7","0"
"105.90","840","492854","4","10","1","1","132","13","0"
"21.18","840","537445","7","00","1","1","128","-7","0"
"191.30","840","551780","2","22","1","1","122","-7","0"
"105.90","840","551780","1","08","1","1","132","11","0"
"26.48","840","765156","5","18","1","1","128","-7","0"
"7.34","76","315447","2","19","1","1","80","54","0"
"133.06","840","165466","6","15","1","1","128","-7","0"
"106.58","840","051223","5","00","1","1","130","6","0"
"159.53","840","051780","7","18","1","1","137","-33","0"
"105.90","840","241854","1","01","1","1","128","-7","0"
"26.48","840","054443","1","07","1","1","129","3","1"
"3.78","616","377545","4","17","0","1","67","46","0"
"26.48","840","054911","1","23","1","1","126","-7","0"
"529.50","840","915595","7","19","1","1","128","-7","0"
"42.48","840","465175","1","06","1","1","129","6","0"
"4.92","276","215234","1","17","0","1","82","48","0"
"18.70","840","165413","4","03","1","1","120","8","0"
"50.12","840","480095","5","00","1","1","134","6","0"
"200.68","840","915129","7","18","1","1","128","-7","0"
"371.46","840","241854","6","00","1","1","123","-23","0"
"50.00","840","051223","3","22","1","1","128","-7","0"
"53.16","840","053126","2","04","1","1","128","-7","0"
"42.36","840","147595","3","16","1","1","130","16","0"
"26.48","840","551780","1","19","1","1","128","-7","0"
"25.00","840","553110","6","19","1","1","129","5","0"
"12.23","76","829354","3","04","1","1","84","47","0"
"53.16","840","051780","7","00","1","1","128","-7","0"
"26.48","840","032515","7","18","1","1","128","-7","0"
"211.80","804","715410","4","02","0","1","128","-7","0"
"100.54","840","051780","5","00","1","1","123","-27","0"
"30.83","840","243355","7","03","0","0","105","3","0"
"53.16","840","551780","6","23","1","1","131","19","0"
"25.00","840","241854","1","15","1","1","125","7","0"
"53.16","840","551080","3","19","1","1","137","-32","0"
"105.90","840","551780","1","15","1","1","133","2","0"
"50.50","840","565463","5","23","1","1","131","2","0"
"106.58","840","106245","4","23","1","1","138","-33","0"
"26.48","840","552751","6","20","1","1","128","-7","0"
"26.48","840","491352","5","23","1","1","128","-7","0"
"100.00","840","492854","7","23","1","1","128","-7","0"
"52.95","840","551080","7","15","1","1","128","-7","0"
"154.24","840","551080","6","16","1","1","128","-7","0"
"52.95","840","755355","6","21","1","1","128","-7","0"
"52.95","840","243355","7","07","1","1","128","-7","0"
"50.12","840","551754","7","00","1","1","132","6","0"
"21.18","840","551080","3","15","1","1","122","-7","0"
"25.00","840","815855","4","17","1","1","128","-7","0"
"26.48","840","872513","7","03","1","1","128","-7","0"
"127.08","840","551780","7","03","1","1","126","-26","0"
"52.95","840","551780","5","18","1","1","131","9","0"
"26.60","840","915262","5","20","1","1","128","-7","0"
"26.48","840","572517","6","06","1","1","128","-33","0"
"26.48","840","552751","4","23","1","1","122","-7","0"
"26.60","840","165466","7","20","1","1","131","2","0"
"53.16","840","915371","3","01","1","1","128","-7","0"
"26.48","840","551780","6","17","1","1","120","-1","0"
"31.89","840","055943","1","15","1","1","115","9","0"
"52.95","840","051223","3","02","1","1","130","14","0"
"26.48","840","432542","7","18","1","1","131","8","0"
"106.58","840","051223","5","10","1","1","124","3","0"
"25.00","840","551080","6","09","1","1","132","19","0"
"25.00","840","065121","6","16","1","1","132","18","0"
"31.77","840","215576","7","20","0","0","135","14","0"
"35.00","840","517527","1","03","1","1","124","7","0"
"26.48","840","551780","7","19","1","1","133","20","0"
"100.54","840","551780","6","05","1","1","128","-15","0"
"26.48","840","432542","6","23","1","1","131","1","0"
"40.12","840","465175","5","07","1","1","128","-7","0"
"26.48","840","051223","3","18","1","1","128","-7","0"
"1500.00","840","903354","3","22","1","1","133","17","0"
"25.00","840","324853","7","17","1","1","124","-31","0"
"105.90","840","551780","6","06","1","1","127","-33","0"
"318.05","840","053126","5","03","1","1","116","9","0"
"47.66","840","415198","3","02","1","1","132","1","0"
"26.48","840","147595","4","03","1","1","120","-1","0"
"25.00","840","053126","7","19","1","1","119","7","0"
"26.48","840","241854","6","08","1","1","133","12","0"
"21.18","840","290995","4","02","1","1","124","5","0"
"31.77","840","051780","3","05","1","1","128","-7","0"
"94.22","76","417595","6","04","1","1","70","46","0"
"21.18","840","054654","7","20","1","1","115","9","0"
"37.07","840","051223","5","02","1","1","132","6","0"
"200.00","840","241854","2","08","1","1","129","-5","0"
"21.18","840","551780","4","03","1","1","128","-7","0"
"26.48","840","051223","6","21","1","1","122","-7","0"
"26.48","840","125853","7","17","1","1","123","5","0"
"84.72","840","403245","7","03","1","1","128","-32","0"
"100.54","840","552750","7","00","1","1","128","-7","0"
"100.54","840","551780","6","01","1","1","135","-4","0"
"52.95","840","054917","7","19","1","1","123","5","0"
"26.48","840","241854","7","06","1","1","128","-7","0"
"105.90","840","243355","7","08","1","1","128","-33","0"
"15.25","840","165413","5","21","0","0","140","118","0"
"37.31","124","491395","3","15","1","1","143","-24","0"
"26.60","840","132522","3","17","1","1","130","8","0"
"26.48","840","812514","5","09","1","1","128","-7","0"
"40.36","840","257531","6","20","1","1","118","8","0"
"455.37","840","551780","7","04","1","1","128","-7","0"
"529.50","840","277510","6","12","1","1","130","-22","0"
"105.90","840","241854","7","06","1","1","128","-7","0"
"1059.00","840","165466","6","03","1","1","125","0","0"
"52.95","840","551780","7","19","1","1","119","-6","0"
"300.00","840","053126","5","09","1","1","128","-7","0"
"100.00","840","185352","5","05","1","1","128","-7","0"
"105.90","840","551780","4","09","1","1","129","5","0"
"53.16","840","559351","3","16","1","1","128","-7","0"
"19.23","124","565457","5","03","1","1","138","-34","0"
"53.16","840","551780","5","13","1","1","124","7","0"
"15.79","840","165413","1","03","1","1","129","-32","0"
"36.00","840","551080","7","09","1","1","128","-7","0"
"106.58","840","275195","5","21","1","1","128","-7","0"
"26.60","840","551780","7","02","1","1","128","-7","0"
"26.48","840","572517","3","00","1","1","128","-7","0"
"21.18","840","257531","6","19","1","1","128","-7","0"
"26.48","840","054654","7","00","1","1","120","5","0"
"50.00","840","421795","7","05","1","1","131","5","0"
"47.66","840","205545","5","01","1","1","129","5","0"
"63.54","840","551116","7","03","1","1","128","12","0"
"21.18","840","053126","2","01","1","1","116","9","0"
"52.95","840","572517","1","05","1","1","128","-7","0"
"21.18","840","551780","1","20","1","1","128","-7","0"
"53.16","840","915595","5","02","1","1","128","13","0"
"25.00","840","054654","2","14","1","1","125","9","0"
"21.18","840","241854","6","07","1","1","130","16","0"
"250.00","840","053126","7","04","1","1","115","9","0"
"26.48","840","229245","5","10","1","1","128","-7","0"
"105.90","840","551080","1","07","1","1","128","-7","0"
"54.01","840","165146","4","05","1","1","125","8","0"
"26.48","840","432542","7","07","1","1","128","-7","0"
"127.08","840","293945","1","00","1","1","119","-6","0"
"49.77","840","054654","2","12","1","1","125","11","0"
"264.75","840","051223","1","05","1","1","132","6","0"
"211.80","840","067511","4","21","1","1","124","-30","0"
"79.43","840","239145","3","06","1","1","125","-5","0"
"24.00","840","551080","5","19","1","1","128","-7","0"
"106.58","840","551531","7","17","1","1","120","7","0"
"742.83","840","554277","3","20","1","1","121","-4","0"
"26.48","840","241854","3","05","1","1","128","-7","0"
"265.43","840","531354","3","23","1","1","121","6","0"
"21.18","840","552751","4","22","1","1","128","-7","0"
"52.95","840","243355","7","09","1","1","124","-29","0"
"105.90","840","587853","2","23","1","1","116","9","0"
"32.00","840","551780","2","00","1","1","123","2","0"
"26.48","840","168355","5","17","1","1","129","-5","0"
"52.95","840","551780","5","04","1","1","133","6","0"
"14.93","124","565457","3","08","1","1","133","10","0"
"318.51","840","551780","7","00","1","1","122","-8","0"
"26.48","840","551780","2","23","1","1","128","-7","0"
"4.77","380","502095","7","04","0","1","66","43","0"
"105.90","840","765156","7","18","1","1","116","9","0"
"50.00","840","587853","5","22","1","1","131","18","0"
"200.68","840","241854","7","02","1","1","131","9","0"
"26.48","840","243245","5","18","1","1","131","8","0"
"105.90","840","555079","7","00","1","1","122","-7","0"
"25.00","840","865463","2","05","1","1","131","9","0"
"26.60","840","621354","7","04","1","1","128","-7","0"
"105.90","840","165466","6","03","1","1","128","-7","0"
"63.54","840","262531","5","02","1","1","128","-7","0"
"30.77","124","551607","6","01","1","1","133","10","0"
"2.45","76","054282","2","18","1","1","86","48","0"
"26.60","840","243355","4","07","1","1","126","10","0"
"50.00","840","551080","4","10","1","1","131","15","0"
"26.60","840","432542","7","18","1","1","128","-7","0"
"26.48","840","147595","4","04","1","1","129","13","0"
"1059.00","840","595854","1","04","1","1","128","-7","0"
"22.24","840","615113","2","19","1","1","128","-7","0"
"26.60","840","432542","6","06","1","1","128","-7","0"
"52.95","840","241854","3","03","1","1","132","6","0"
"26.48","840","053126","4","17","1","1","128","-7","0"
"25.12","840","926352","4","23","1","1","128","-7","0"
"14.93","124","565457","2","00","1","1","133","10","0"
"22.36","840","051475","6","11","1","1","128","-7","0"
"105.90","840","215109","6","18","1","1","128","-7","0"
"25.00","840","465175","3","20","1","1","128","-7","0"
"26.60","710","181045","7","20","0","1","122","8","0"
"50.00","840","551780","7","18","1","1","127","12","0"
"212.48","840","165466","7","15","1","1","115","9","0"
"52.95","840","992512","6","03","1","1","132","18","0"
"50.12","840","715112","6","06","1","1","128","-7","0"
"22.33","840","165413","2","06","1","1","128","-7","0"
"74.13","840","432542","1","15","1","1","128","-7","0"
"49.77","840","432542","2","05","1","1","132","2","0"
"31.89","840","551780","7","01","1","1","128","-33","0"
"21.18","840","465175","1","09","1","1","128","-7","0"
"31.77","840","053126","2","22","1","1","128","-7","0"
"52.95","840","403245","6","02","1","1","127","-33","0"
"52.95","840","551780","2","00","1","1","128","-7","0"
"264.75","840","551780","1","23","1","1","129","14","0"
"264.75","840","551780","6","05","1","1","128","-7","0"
"26.60","840","051475","1","00","1","1","132","1","0"
"185.68","124","365198","2","17","0","1","128","-7","0"
"26.48","840","403245","6","01","1","1","128","-7","0"
"105.90","840","552622","7","23","1","1","128","-7","0"
"31.77","840","551780","1","06","1","1","132","18","0"
"21.30","840","551116","3","00","1","1","132","17","0"
"26.60","840","465175","4","04","1","1","128","-7","0"
"25.12","840","465175","7","19","1","1","130","6","0"
"26.48","840","065307","3","05","1","1","128","-7","0"
"21.18","840","241854","6","05","1","1","132","4","0"
"25.00","840","522527","5","10","1","1","128","-5","0"
"21.18","840","697537","6","17","1","1","129","-16","0"
"211.80","840","241854","6","04","1","1","130","13","0"
"25.12","840","215576","2","06","1","1","120","-6","0"
"38.46","804","865162","3","21","0","1","143","-24","0"
"106.58","840","551780","6","23","1","1","128","-33","0"
"26.48","840","552751","6","15","1","1","128","-7","0"
"318.51","840","887514","5","07","1","1","128","-7","0"
"106.58","840","054911","6","22","1","1","128","-7","0"
"26.48","840","621354","4","06","1","1","124","-29","0"
"26.48","840","552751","6","09","1","1","122","-8","0"
"50.00","840","312595","2","09","1","1","128","-7","0"
"90.54","840","663354","2","03","1","1","118","8","0"
"26.48","840","792510","7","18","1","1","120","-8","0"
"31.77","840","992512","5","18","1","1","130","15","0"
"52.95","840","015112","7","02","1","1","128","-7","0"
"26.48","840","053126","4","01","1","1","117","9","0"
"21.30","840","290995","7","02","1","1","127","-33","0"
"211.80","840","551780","5","02","1","1","128","-7","0"
"317.70","840","815536","6","23","1","1","131","8","0"
"58.25","840","065311","1","03","1","1","128","-7","0"
"25.12","840","551780","2","01","1","1","128","-7","0"
"106.58","840","595854","5","02","1","1","128","-7","0"
"1500.00","840","466045","2","21","1","1","128","-7","0"
"40.24","840","551080","6","05","1","1","129","14","0"
"33.97","554","022354","4","20","0","1","70","236","0"
"46.60","840","802537","7","05","1","1","111","-68","0"
"52.95","840","377514","4","21","1","1","128","-7","0"
"26.48","840","065311","3","20","1","1","116","9","0"
"26.48","840","551780","3","07","1","1","119","8","0"
"26.60","840","282853","5","03","1","1","128","-7","0"
"265.43","840","432542","4","03","1","1","132","2","0"
"106.58","840","663854","4","01","1","1","128","-7","0"
"105.90","840","554038","3","01","1","1","128","-7","0"
"100.54","840","322545","7","04","1","1","128","-7","0"
"52.95","840","065311","4","04","1","1","128","-7","0"
"53.16","840","432542","5","19","1","1","128","-7","0"
"127.08","840","551780","6","05","1","1","128","-7","0"
"25.00","840","051223","6","20","1","1","131","-3","0"
"105.90","840","865524","1","04","1","1","125","9","0"
"21.30","840","551780","3","16","1","1","128","-7","0"
"2.39","276","215234","3","17","0","1","63","40","0"
"317.70","840","551780","7","04","1","1","128","-7","0"
"63.75","840","262531","3","19","1","1","128","-7","0"
"20.00","840","051988","6","05","1","1","128","-7","0"
"74.13","840","551780","6","03","1","1","127","-33","0"
"20.12","840","053126","4","11","1","1","118","8","0"
"21.18","156","717518","6","07","0","1","124","-7","0"
"26.48","840","243355","4","03","1","1","128","-7","0"
"125.00","840","239145","7","03","1","1","123","9","0"
"18.34","616","377545","2","07","0","1","86","48","0"
"476.55","840","865524","7","19","1","1","125","-17","0"
"105.90","840","551780","1","04","1","1","117","7","0"
"53.16","840","551780","5","00","1","1","128","-7","0"
"264.75","840","243355","7","04","1","1","136","-5","0"
"741.30","840","241854","6","16","1","1","124","-12","0"
"24.00","840","992512","6","03","1","1","132","18","0"
"26.48","840","621354","7","17","1","1","124","-29","0"
"4.29","840","165413","7","06","1","1","120","8","0"
"35.12","840","553487","2","22","1","1","128","-7","0"
"24.56","840","165413","5","15","1","1","130","-22","0"
"530.47","276","222523","7","19","0","1","134","21","0"
"20.00","840","553110","2","03","1","1","128","-7","0"
"26.60","840","053126","6","22","1","1","128","-7","0"
"26.48","840","551780","6","21","1","1","128","-7","0"
"21.18","840","054917","6","09","1","1","132","7","0"
"21.30","840","215275","5","07","1","1","132","2","0"
"21.18","840","432542","2","04","1","1","128","-7","0"
"105.90","840","422517","1","01","1","1","128","-7","0"
"1059.00","840","241854","7","04","1","1","127","-32","0"
"794.25","840","243355","7","02","1","1","116","8","0"
"105.90","840","257531","6","06","1","1","130","16","0"
"23.30","840","072528","4","13","1","1","117","7","0"
"2.40","76","315447","6","18","0","0","","","0"
"26.48","840","377514","2","13","1","1","128","-7","0"
"211.80","840","054663","7","22","1","1","127","-32","0"
"97.80","840","115127","2","03","1","1","133","4","0"
"20.00","840","377514","6","09","1","1","128","-7","0"
"77.01","840","241854","4","14","1","1","132","1","0"
"186.57","124","491395","7","22","1","1","143","-24","1"
"26.48","840","243355","5","21","1","1","134","-14","0"
"12.05","840","165413","2","02","1","1","130","14","0"
"158.85","840","865524","7","19","1","1","128","12","0"
"384.62","124","552346","7","21","1","1","133","10","0"
"317.70","840","243355","5","10","1","1","123","-28","1"
"16.91","840","165413","6","00","0","0","138","92","0"
"106.58","840","165466","5","04","1","1","128","12","0"
"26.48","840","104853","2","02","1","1","130","13","0"
"84.72","840","554664","2","21","1","1","128","-7","0"
"21.30","840","150345","1","02","1","1","121","-5","0"
"1059.00","840","992512","3","03","1","1","131","18","0"
"158.85","840","552751","6","05","1","1","128","-7","0"
"53.16","840","802537","3","07","1","1","111","-68","0"
"423.60","840","927544","1","04","1","1","128","-7","0"
"26.48","840","055183","7","00","1","1","128","-7","0"
"212.48","840","621354","7","03","1","1","128","-7","0"
"105.90","840","269295","4","14","1","1","119","-9","0"
"29.77","840","572517","6","20","1","1","122","6","0"
"16.73","840","165413","4","22","1","1","128","13","0"
"21.18","840","551080","2","08","1","1","128","-7","0"
"106.58","840","554038","5","05","1","1","123","-28","0"
"12.31","36","065163","7","23","0","1","75","49","0"
"158.85","840","115378","5","03","1","1","128","-7","0"
"158.85","840","107512","6","06","1","1","128","-7","0"
"26.60","840","551780","1","01","1","1","122","-8","0"
"52.95","840","065311","5","17","1","1","130","-22","0"
"529.50","840","765218","3","00","1","1","123","-29","0"
"21.30","840","054654","4","01","1","1","128","-7","0"
"26.48","840","551780","3","01","1","1","128","-7","0"
"26.48","840","257531","6","02","1","1","128","-7","0"
"25.00","840","554038","6","21","1","1","130","10","0"
"26.60","840","551754","3","04","1","1","133","3","0"
"105.90","840","492854","5","15","1","1","128","-7","0"
"39.18","724","548695","5","02","0","1","130","15","0"
"21.18","840","257531","6","09","1","1","128","-7","0"
"26.48","840","257531","7","18","1","1","125","11","0"
"52.95","840","551780","6","01","1","1","128","-7","0"
"58.46","840","107512","3","17","1","1","125","-30","0"
"400.00","840","241854","3","01","1","1","128","-7","0"
"23.84","76","315447","4","15","1","1","66","43","0"
"50.00","840","107512","5","04","1","1","128","-7","0"
"26.48","840","551780","5","03","1","1","132","6","0"
"212.48","840","551780","6","03","1","1","136","-7","0"
"211.80","840","365147","1","06","1","1","128","-7","0"
"105.90","840","262195","2","04","1","1","119","-9","0"
"50.00","840","765156","5","01","1","1","123","5","0"
"22.86","840","165413","2","01","1","1","137","-33","0"
"53.16","840","257531","6","23","1","1","125","9","0"
"25.00","840","456695","5","01","1","1","131","3","0"
"53.16","840","524851","5","04","1","1","131","6","0"
"21.18","840","765156","7","18","1","1","126","6","0"
"105.90","840","551780","3","04","1","1","119","-6","0"
"26.48","840","147595","3","06","1","1","119","-1","0"
"26.60","840","054917","1","04","1","1","132","6","0"
"53.16","840","653354","6","23","1","1","124","1","0"
"21.30","840","350351","3","03","1","1","137","-33","0"
"500.00","840","551780","6","01","1","1","128","-7","0"
"53.16","840","165466","5","20","1","1","125","12","0"
"96.00","840","553110","7","21","1","1","128","-7","0"
"26.48","840","551080","7","20","1","1","128","-7","0"
